movieId,title,genres,year,freq
1,Toy Story (1995),"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",1995.0,3529
2,Jumanji (1995),"['Adventure', 'Children', 'Fantasy']",1995.0,1433
3,Grumpier Old Men (1995),"['Comedy', 'Romance']",1995.0,730
4,Waiting to Exhale (1995),"['Comedy', 'Drama', 'Romance']",1995.0,147
5,Father of the Bride Part II (1995),['Comedy'],1995.0,725
6,Heat (1995),"['Action', 'Crime', 'Thriller']",1995.0,1483
7,Sabrina (1995),"['Comedy', 'Romance']",1995.0,736
8,Tom and Huck (1995),"['Adventure', 'Children']",1995.0,84
9,Sudden Death (1995),['Action'],1995.0,227
10,GoldenEye (1995),"['Action', 'Adventure', 'Thriller']",1995.0,1678
11,The American President (1995),"['Comedy', 'Drama', 'Romance']",1995.0,1039
12,Dracula: Dead and Loving It (1995),"['Comedy', 'Horror']",1995.0,216
13,Balto (1995),"['Adventure', 'Animation', 'Children']",1995.0,108
14,Nixon (1995),['Drama'],1995.0,333
15,Cutthroat Island (1995),"['Action', 'Adventure', 'Romance']",1995.0,148
16,Casino (1995),"['Crime', 'Drama']",1995.0,1147
17,Sense and Sensibility (1995),"['Drama', 'Romance']",1995.0,1194
18,Four Rooms (1995),['Comedy'],1995.0,340
19,Ace Ventura: When Nature Calls (1995),['Comedy'],1995.0,1287
20,Money Train (1995),"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1995.0,213
21,Get Shorty (1995),"['Comedy', 'Crime', 'Thriller']",1995.0,1386
22,Copycat (1995),"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",1995.0,543
23,Assassins (1995),"['Action', 'Crime', 'Thriller']",1995.0,225
24,Powder (1995),"['Drama', 'Sci-Fi']",1995.0,461
25,Leaving Las Vegas (1995),"['Drama', 'Romance']",1995.0,1215
26,Othello (1995),['Drama'],1995.0,158
27,Now and Then (1995),"['Children', 'Drama']",1995.0,97
28,Persuasion (1995),"['Drama', 'Romance']",1995.0,185
29,"The City of Lost Children (Cité des enfants perdus, La) (1995)","['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",1995.0,499
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),"['Crime', 'Drama']",1995.0,64
31,Dangerous Minds (1995),['Drama'],1995.0,582
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),"['Mystery', 'Sci-Fi', 'Thriller']",1995.0,2851
33,Wings of Courage (1995),"['Adventure', 'Romance', 'IMAX']",1995.0,4
34,Babe (1995),"['Children', 'Drama']",1995.0,1896
35,Carrington (1995),"['Drama', 'Romance']",1995.0,83
36,Dead Man Walking (1995),"['Crime', 'Drama']",1995.0,1192
37,Across the Sea of Time (1995),"['Documentary', 'IMAX']",1995.0,8
38,It Takes Two (1995),"['Children', 'Comedy']",1995.0,33
39,Clueless (1995),"['Comedy', 'Romance']",1995.0,1580
40,"Cry, the Beloved Country (1995)",['Drama'],1995.0,53
41,Richard III (1995),"['Drama', 'War']",1995.0,264
42,Dead Presidents (1995),"['Action', 'Crime', 'Drama']",1995.0,143
43,Restoration (1995),['Drama'],1995.0,130
44,Mortal Kombat (1995),"['Action', 'Adventure', 'Fantasy']",1995.0,616
45,To Die For (1995),"['Comedy', 'Drama', 'Thriller']",1995.0,499
46,How to Make an American Quilt (1995),"['Drama', 'Romance']",1995.0,173
47,Seven (a.k.a. Se7en) (1995),"['Mystery', 'Thriller']",1995.0,3085
48,Pocahontas (1995),"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",1995.0,812
49,When Night Is Falling (1995),"['Drama', 'Romance']",1995.0,14
50,The Usual Suspects (1995),"['Crime', 'Mystery', 'Thriller']",1995.0,3367
51,Guardian Angel (1994),"['Action', 'Drama', 'Thriller']",1994.0,4
52,Mighty Aphrodite (1995),"['Comedy', 'Drama', 'Romance']",1995.0,535
53,Lamerica (1994),"['Adventure', 'Drama']",1994.0,8
54,The Big Green (1995),"['Children', 'Comedy']",1995.0,69
55,Georgia (1995),['Drama'],1995.0,38
56,Kids of the Round Table (1995),"['Adventure', 'Children', 'Comedy', 'Fantasy']",1995.0,8
57,Home for the Holidays (1995),['Drama'],1995.0,145
58,"The Postman (Postino, Il) (1994)","['Comedy', 'Drama', 'Romance']",1994.0,612
59,"The Confessional (Confessionnal, Le) (1995)","['Drama', 'Mystery']",1995.0,15
60,The Indian in the Cupboard (1995),"['Adventure', 'Children', 'Fantasy']",1995.0,406
61,Eye for an Eye (1996),"['Drama', 'Thriller']",1996.0,117
62,Mr. Holland's Opus (1995),['Drama'],1995.0,1088
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),"['Comedy', 'Crime']",1996.0,149
64,Two if by Sea (1996),"['Comedy', 'Romance']",1996.0,116
65,Bio-Dome (1996),['Comedy'],1996.0,274
66,Lawnmower Man 2: Beyond Cyberspace (1996),"['Action', 'Sci-Fi', 'Thriller']",1996.0,143
67,Two Bits (1995),['Drama'],1995.0,11
68,French Twist (Gazon maudit) (1995),"['Comedy', 'Romance']",1995.0,78
69,Friday (1995),['Comedy'],1995.0,267
70,From Dusk Till Dawn (1996),"['Action', 'Comedy', 'Horror', 'Thriller']",1996.0,828
71,Fair Game (1995),['Action'],1995.0,59
72,Kicking and Screaming (1995),"['Comedy', 'Drama']",1995.0,78
73,"Misérables, Les (1995)","['Drama', 'War']",1995.0,167
74,Bed of Roses (1996),"['Drama', 'Romance']",1996.0,209
75,Big Bully (1996),"['Comedy', 'Drama']",1996.0,26
76,Screamers (1995),"['Action', 'Sci-Fi', 'Thriller']",1995.0,197
77,Nico Icon (1995),['Documentary'],1995.0,10
78,The Crossing Guard (1995),"['Action', 'Crime', 'Drama', 'Thriller']",1995.0,58
79,The Juror (1996),"['Drama', 'Thriller']",1996.0,303
80,The White Balloon (Badkonake sefid) (1995),"['Children', 'Drama']",1995.0,33
81,Things to Do in Denver When You're Dead (1995),"['Crime', 'Drama', 'Romance']",1995.0,171
82,Antonia's Line (Antonia) (1995),"['Comedy', 'Drama']",1995.0,124
83,Once Upon a Time... When We Were Colored (1995),"['Drama', 'Romance']",1995.0,34
84,Last Summer in the Hamptons (1995),"['Comedy', 'Drama']",1995.0,10
85,Angels and Insects (1995),"['Drama', 'Romance']",1995.0,146
86,White Squall (1996),"['Action', 'Adventure', 'Drama']",1996.0,260
87,Dunston Checks In (1996),"['Children', 'Comedy']",1996.0,58
88,Black Sheep (1996),['Comedy'],1996.0,277
89,Nick of Time (1995),"['Action', 'Thriller']",1995.0,204
90,The Journey of August King (1995),['Drama'],1995.0,14
92,Mary Reilly (1996),"['Drama', 'Horror', 'Thriller']",1996.0,130
93,Vampire in Brooklyn (1995),"['Comedy', 'Horror', 'Romance']",1995.0,116
94,Beautiful Girls (1996),"['Comedy', 'Drama', 'Romance']",1996.0,237
95,Broken Arrow (1996),"['Action', 'Adventure', 'Thriller']",1996.0,1294
96,In the Bleak Midwinter (1995),"['Comedy', 'Drama']",1995.0,22
97,"Hate (Haine, La) (1995)","['Crime', 'Drama']",1995.0,158
98,Shopping (1994),"['Action', 'Thriller']",1994.0,6
99,Heidi Fleiss: Hollywood Madam (1995),['Documentary'],1995.0,40
100,City Hall (1996),"['Drama', 'Thriller']",1996.0,222
101,Bottle Rocket (1996),"['Adventure', 'Comedy', 'Crime', 'Romance']",1996.0,254
102,Mr. Wrong (1996),['Comedy'],1996.0,115
103,Unforgettable (1996),"['Mystery', 'Sci-Fi', 'Thriller']",1996.0,69
104,Happy Gilmore (1996),['Comedy'],1996.0,1140
105,The Bridges of Madison County (1995),"['Drama', 'Romance']",1995.0,576
106,Nobody Loves Me (Keiner liebt mich) (1994),"['Comedy', 'Drama']",1994.0,7
107,Muppet Treasure Island (1996),"['Adventure', 'Children', 'Comedy', 'Musical']",1996.0,386
108,Catwalk (1996),['Documentary'],1996.0,5
109,Headless Body in Topless Bar (1995),"['Comedy', 'Drama', 'Thriller']",1995.0,1
110,Braveheart (1995),"['Action', 'Drama', 'War']",1995.0,3607
111,Taxi Driver (1976),"['Crime', 'Drama', 'Thriller']",1976.0,1758
112,Rumble in the Bronx (Hont faan kui) (1995),"['Action', 'Adventure', 'Comedy', 'Crime']",1995.0,659
113,Before and After (1996),"['Drama', 'Mystery']",1996.0,66
114,Margaret's Museum (1995),['Drama'],1995.0,16
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",['Comedy'],1995.0,3
116,Anne Frank Remembered (1995),['Documentary'],1995.0,45
117,The Young Poisoner's Handbook (1995),"['Crime', 'Drama']",1995.0,65
118,If Lucy Fell (1996),"['Comedy', 'Romance']",1996.0,62
119,"Steal Big, Steal Little (1995)",['Comedy'],1995.0,21
120,Race the Sun (1996),"['Adventure', 'Comedy', 'Drama']",1996.0,8
121,The Boys of St. Vincent (1992),['Drama'],1992.0,44
122,Boomerang (1992),"['Comedy', 'Romance']",1992.0,232
123,Chungking Express (Chung Hing sam lam) (1994),"['Drama', 'Mystery', 'Romance']",1994.0,139
124,"The Star Maker (Uomo delle stelle, L') (1995)",['Drama'],1995.0,13
125,Flirting With Disaster (1996),['Comedy'],1996.0,186
126,The NeverEnding Story III (1994),"['Adventure', 'Children', 'Fantasy']",1994.0,88
127,The Silences of the Palace (Saimt el Qusur) (1994),['Drama'],1994.0,2
128,Jupiter's Wife (1994),['Documentary'],1994.0,10
129,Pie in the Sky (1996),"['Comedy', 'Romance']",1996.0,10
130,Angela (1995),['Drama'],1995.0,1
131,Frankie Starlight (1995),"['Drama', 'Romance']",1995.0,14
132,Jade (1995),['Thriller'],1995.0,121
133,Nueba Yol (1995),"['Comedy', 'Drama']",1995.0,1
134,Sonic Outlaws (1995),['Documentary'],1995.0,2
135,Down Periscope (1996),['Comedy'],1996.0,394
136,From the Journals of Jean Seberg (1995),['Documentary'],1995.0,4
137,Man of the Year (1995),['Documentary'],1995.0,17
138,The Neon Bible (1995),['Drama'],1995.0,9
139,Target (1995),"['Action', 'Drama']",1995.0,3
140,Up Close and Personal (1996),"['Drama', 'Romance']",1996.0,275
141,The Birdcage (1996),['Comedy'],1996.0,1325
142,Shadows (Cienie) (1988),['Drama'],1988.0,4
143,Gospa (1995),['Drama'],1995.0,1
144,The Brothers McMullen (1995),['Comedy'],1995.0,259
145,Bad Boys (1995),"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",1995.0,807
146,The Amazing Panda Adventure (1995),"['Adventure', 'Children']",1995.0,47
147,The Basketball Diaries (1995),['Drama'],1995.0,236
148,"Awfully Big Adventure, An (1995)",['Drama'],1995.0,15
149,Amateur (1994),"['Crime', 'Drama', 'Thriller']",1994.0,57
150,Apollo 13 (1995),"['Adventure', 'Drama', 'IMAX']",1995.0,2974
151,Rob Roy (1995),"['Action', 'Drama', 'Romance', 'War']",1995.0,741
152,The Addiction (1995),"['Drama', 'Horror']",1995.0,37
153,Batman Forever (1995),"['Action', 'Adventure', 'Comedy', 'Crime']",1995.0,1950
154,Beauty of the Day (Belle de jour) (1967),['Drama'],1967.0,179
155,Beyond Rangoon (1995),"['Adventure', 'Drama', 'War']",1995.0,79
156,Blue in the Face (1995),"['Comedy', 'Drama']",1995.0,86
157,Canadian Bacon (1995),"['Comedy', 'War']",1995.0,133
158,Casper (1995),"['Adventure', 'Children']",1995.0,767
159,Clockers (1995),"['Crime', 'Drama', 'Mystery']",1995.0,120
160,Congo (1995),"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",1995.0,843
161,Crimson Tide (1995),"['Drama', 'Thriller', 'War']",1995.0,1404
162,Crumb (1994),['Documentary'],1994.0,340
163,Desperado (1995),"['Action', 'Romance', 'Western']",1995.0,872
164,Devil in a Blue Dress (1995),"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",1995.0,251
165,Die Hard: With a Vengeance (1995),"['Action', 'Crime', 'Thriller']",1995.0,2070
166,The Doom Generation (1995),"['Comedy', 'Crime', 'Drama']",1995.0,32
167,Feast of July (1995),['Drama'],1995.0,5
168,First Knight (1995),"['Action', 'Drama', 'Romance']",1995.0,712
169,Free Willy 2: The Adventure Home (1995),"['Adventure', 'Children', 'Drama']",1995.0,198
170,Hackers (1995),"['Action', 'Adventure', 'Crime', 'Thriller']",1995.0,468
171,Jeffrey (1995),"['Comedy', 'Drama']",1995.0,79
172,Johnny Mnemonic (1995),"['Action', 'Sci-Fi', 'Thriller']",1995.0,755
173,Judge Dredd (1995),"['Action', 'Crime', 'Sci-Fi']",1995.0,920
174,Jury Duty (1995),['Comedy'],1995.0,122
175,Kids (1995),['Drama'],1995.0,271
176,Living in Oblivion (1995),['Comedy'],1995.0,122
177,Lord of Illusions (1995),['Horror'],1995.0,129
178,Love & Human Remains (1993),"['Comedy', 'Drama']",1993.0,26
179,Mad Love (1995),"['Drama', 'Romance']",1995.0,62
180,Mallrats (1995),"['Comedy', 'Romance']",1995.0,470
181,Mighty Morphin Power Rangers: The Movie (1995),"['Action', 'Children']",1995.0,168
182,Moonlight and Valentino (1995),"['Drama', 'Romance']",1995.0,33
183,Mute Witness (1994),"['Comedy', 'Horror', 'Thriller']",1994.0,44
184,Nadja (1994),['Drama'],1994.0,14
185,The Net (1995),"['Action', 'Crime', 'Thriller']",1995.0,1379
186,Nine Months (1995),"['Comedy', 'Romance']",1995.0,656
187,Party Girl (1995),['Comedy'],1995.0,53
188,The Prophecy (1995),"['Fantasy', 'Horror', 'Mystery']",1995.0,160
189,Reckless (1995),"['Comedy', 'Fantasy']",1995.0,28
190,Safe (1995),['Thriller'],1995.0,64
191,The Scarlet Letter (1995),"['Drama', 'Romance']",1995.0,85
192,The Show (1995),['Documentary'],1995.0,7
193,Showgirls (1995),['Drama'],1995.0,465
194,Smoke (1995),"['Comedy', 'Drama']",1995.0,348
195,Something to Talk About (1995),"['Comedy', 'Drama', 'Romance']",1995.0,190
196,Species (1995),"['Horror', 'Sci-Fi']",1995.0,765
197,The Stars Fell on Henrietta (1995),['Drama'],1995.0,8
198,Strange Days (1995),"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",1995.0,504
199,"The Umbrellas of Cherbourg (Parapluies de Cherbourg, Les) (1964)","['Drama', 'Musical', 'Romance']",1964.0,82
200,The Tie That Binds (1995),['Thriller'],1995.0,22
201,Three Wishes (1995),"['Drama', 'Fantasy']",1995.0,28
202,Total Eclipse (1995),"['Drama', 'Romance']",1995.0,29
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",['Comedy'],1995.0,313
204,Under Siege 2: Dark Territory (1995),['Action'],1995.0,500
205,Unstrung Heroes (1995),"['Comedy', 'Drama']",1995.0,77
206,Unzipped (1995),['Documentary'],1995.0,64
207,"Walk in the Clouds, A (1995)","['Drama', 'Romance']",1995.0,304
208,Waterworld (1995),"['Action', 'Adventure', 'Sci-Fi']",1995.0,1653
209,White Man's Burden (1995),['Drama'],1995.0,37
210,Wild Bill (1995),['Western'],1995.0,39
211,The Browning Version (1994),['Drama'],1994.0,33
212,Bushwhacked (1995),"['Adventure', 'Comedy', 'Crime', 'Mystery']",1995.0,30
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),['Drama'],1994.0,112
214,Before the Rain (Pred dozhdot) (1994),"['Drama', 'War']",1994.0,62
215,Before Sunrise (1995),"['Drama', 'Romance']",1995.0,431
216,Billy Madison (1995),['Comedy'],1995.0,547
217,The Babysitter (1995),"['Drama', 'Thriller']",1995.0,57
218,Boys on the Side (1995),"['Comedy', 'Drama']",1995.0,224
219,The Cure (1995),['Drama'],1995.0,41
220,Castle Freak (1995),['Horror'],1995.0,17
222,Circle of Friends (1995),"['Drama', 'Romance']",1995.0,351
223,Clerks (1994),['Comedy'],1994.0,1445
224,Don Juan DeMarco (1995),"['Comedy', 'Drama', 'Romance']",1995.0,475
225,Disclosure (1994),"['Drama', 'Thriller']",1994.0,703
226,Dream Man (1995),['Thriller'],1995.0,3
227,Drop Zone (1994),"['Action', 'Thriller']",1994.0,275
228,Destiny Turns on the Radio (1995),['Comedy'],1995.0,25
229,Death and the Maiden (1994),"['Drama', 'Thriller']",1994.0,138
230,Dolores Claiborne (1995),"['Drama', 'Thriller']",1995.0,435
231,Dumb & Dumber (Dumb and Dumber) (1994),"['Adventure', 'Comedy']",1994.0,2008
232,Eat Drink Man Woman (Yin shi nan nu) (1994),"['Comedy', 'Drama', 'Romance']",1994.0,329
233,Exotica (1994),['Drama'],1994.0,176
234,Exit to Eden (1994),['Comedy'],1994.0,177
235,Ed Wood (1994),"['Comedy', 'Drama']",1994.0,903
236,French Kiss (1995),"['Action', 'Comedy', 'Romance']",1995.0,684
237,Forget Paris (1995),"['Comedy', 'Romance']",1995.0,348
238,Far From Home: The Adventures of Yellow Dog (1995),"['Adventure', 'Children']",1995.0,54
239,"Goofy Movie, A (1995)","['Animation', 'Children', 'Comedy', 'Romance']",1995.0,224
240,Hideaway (1995),['Thriller'],1995.0,48
241,Fluke (1995),"['Children', 'Drama']",1995.0,42
242,Farinelli: il castrato (1994),"['Drama', 'Musical']",1994.0,69
243,Gordy (1995),"['Children', 'Comedy', 'Fantasy']",1995.0,30
244,Gumby: The Movie (1995),"['Animation', 'Children']",1995.0,19
245,The Glass Shield (1994),"['Crime', 'Drama']",1994.0,19
246,Hoop Dreams (1994),['Documentary'],1994.0,603
247,Heavenly Creatures (1994),"['Crime', 'Drama']",1994.0,442
248,Houseguest (1994),['Comedy'],1994.0,180
249,Immortal Beloved (1994),"['Drama', 'Romance']",1994.0,259
250,Heavyweights (Heavy Weights) (1995),"['Children', 'Comedy']",1995.0,64
251,The Hunted (1995),['Action'],1995.0,18
252,I.Q. (1994),"['Comedy', 'Romance']",1994.0,598
253,Interview with the Vampire: The Vampire Chronicles (1994),"['Drama', 'Horror']",1994.0,1737
254,Jefferson in Paris (1995),['Drama'],1995.0,30
255,The Jerky Boys (1995),['Comedy'],1995.0,58
256,Junior (1994),"['Comedy', 'Sci-Fi']",1994.0,572
257,Just Cause (1995),"['Mystery', 'Thriller']",1995.0,226
258,"Kid in King Arthur's Court, A (1995)","['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']",1995.0,113
259,Kiss of Death (1995),"['Crime', 'Drama', 'Thriller']",1995.0,127
260,Star Wars: Episode IV - A New Hope (1977),"['Action', 'Adventure', 'Sci-Fi']",1977.0,4214
261,Little Women (1994),['Drama'],1994.0,568
262,"Little Princess, A (1995)","['Children', 'Drama']",1995.0,235
263,Ladybird Ladybird (1994),['Drama'],1994.0,17
264,"Enfer, L' (1994)",['Drama'],1994.0,12
265,Like Water for Chocolate (Como agua para chocolate) (1992),"['Drama', 'Fantasy', 'Romance']",1992.0,679
266,Legends of the Fall (1994),"['Drama', 'Romance', 'War', 'Western']",1994.0,1011
267,Major Payne (1995),['Comedy'],1995.0,229
268,Little Odessa (1994),"['Crime', 'Drama']",1994.0,40
269,My Crazy Life (Mi vida loca) (1993),['Drama'],1993.0,28
270,Love Affair (1994),"['Drama', 'Romance']",1994.0,66
271,Losing Isaiah (1995),['Drama'],1995.0,63
272,The Madness of King George (1994),"['Comedy', 'Drama']",1994.0,432
273,Mary Shelley's Frankenstein (Frankenstein) (1994),"['Drama', 'Horror', 'Sci-Fi']",1994.0,434
274,Man of the House (1995),['Comedy'],1995.0,63
275,Mixed Nuts (1994),['Comedy'],1994.0,82
276,Milk Money (1994),"['Comedy', 'Romance']",1994.0,340
277,Miracle on 34th Street (1994),['Drama'],1994.0,510
278,Miami Rhapsody (1995),['Comedy'],1995.0,72
279,My Family (1995),['Drama'],1995.0,55
280,Murder in the First (1995),"['Drama', 'Thriller']",1995.0,277
281,Nobody's Fool (1994),"['Comedy', 'Drama', 'Romance']",1994.0,234
282,Nell (1994),['Drama'],1994.0,647
283,New Jersey Drive (1995),"['Crime', 'Drama']",1995.0,15
284,New York Cop (Nyû Yôku no koppu) (1993),"['Action', 'Crime']",1993.0,1
285,Beyond Bedlam (1993),"['Drama', 'Horror']",1993.0,6
286,Nemesis 2: Nebula (1995),"['Action', 'Sci-Fi', 'Thriller']",1995.0,6
287,Nina Takes a Lover (1994),"['Comedy', 'Romance']",1994.0,27
